district,state,latitude,longitude,date,rainfall_24h_mm,rainfall_72h_mm,antecedent_rainfall_mm,soil_moisture_percent,slope_degrees,elevation_m,ndvi,lithology_code,landslide_occurred,data_source,rainfall_data_type
West Garo Hills,Meghalaya,25.3915,89.3989,2016-07-18,37.7,73.4,163.2,69.0,39.7,356.0,0.57,3,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,25.203,90.5573,2016-07-19,31.2,94.6,146.0,63.4,29.3,220.7,0.43,3,1,real_event,calibrated_climatological
Guwahati,Assam,26.0975,91.8744,2016-07-19,51.3,120.6,223.4,81.6,10.0,20.0,0.5,1,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.235,94.9612,2016-07-19,123.0,293.1,420.6,75.8,30.5,1780.0,0.4,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1966,91.802,2016-07-20,101.1,211.6,355.1,87.9,14.7,20.0,0.37,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.1176,88.1069,2016-07-20,110.3,239.4,364.6,67.7,15.1,24.0,0.57,1,1,real_event,calibrated_climatological
Tura,Meghalaya,24.1727,89.6778,2016-07-21,83.3,141.6,200.2,64.9,29.1,399.3,0.63,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.9015,88.4719,2016-07-21,131.2,311.8,462.0,67.3,14.2,20.0,0.55,1,1,real_event,calibrated_climatological
Anjaw,Arunachal Pradesh,26.6014,97.1902,2016-07-24,65.7,138.3,253.4,67.9,38.2,2085.6,0.52,2,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,28.2339,91.9355,2016-07-24,75.1,170.7,250.6,85.0,43.7,308.2,0.58,2,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.7678,92.3365,2016-07-24,85.8,189.8,345.4,64.0,49.8,959.9,0.47,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.2029,88.3196,2016-07-25,57.9,121.3,196.7,50.1,12.6,20.0,0.57,1,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.48,94.1383,2016-07-25,188.7,379.6,652.0,90.0,36.6,1450.0,0.66,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0101,94.5282,2016-07-26,85.4,195.3,281.6,67.0,28.5,1448.5,0.46,3,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.8883,92.7383,2016-07-26,114.8,200.1,267.1,56.9,29.9,465.1,0.68,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.1027,88.1218,2016-07-26,49.4,131.6,211.9,86.3,9.9,20.0,0.61,1,1,real_event,calibrated_climatological
Nagaon,Assam,27.5748,91.8644,2016-07-28,117.2,208.8,418.0,76.6,16.8,20.0,0.59,1,1,real_event,calibrated_climatological
Phek,Nagaland,25.8702,94.7844,2016-07-28,137.3,244.5,343.4,83.2,32.0,1489.4,0.3,3,1,real_event,calibrated_climatological
Champhai,Mizoram,23.5397,93.3783,2016-07-28,58.8,128.0,217.8,62.7,30.2,1076.5,0.5,2,1,real_event,calibrated_climatological
Nagaon,Assam,27.5754,91.9754,2016-08-05,31.4,104.1,223.9,70.7,8.0,79.2,0.5,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.1492,88.3327,2016-08-05,86.1,179.0,345.6,52.0,29.2,385.9,0.6,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,29.2024,90.4221,2016-08-05,112.0,220.3,395.4,64.6,18.9,139.9,0.45,1,0,real_negative_sample,calibrated_climatological
Churachandpur,Manipur,24.0137,93.8421,2016-08-06,76.9,137.7,280.8,50.6,39.3,813.9,0.46,2,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.3432,96.9446,2016-08-06,67.5,151.7,279.5,51.8,37.7,936.0,0.44,2,0,real_negative_sample,calibrated_climatological
Dibrugarh,Assam,26.9399,94.991,2016-08-07,50.8,108.7,177.3,63.9,9.7,62.4,0.65,1,0,real_negative_sample,calibrated_climatological
Hailakandi,Assam,24.5477,92.2534,2016-08-09,77.8,144.9,229.2,72.3,5.6,20.0,0.58,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.7903,88.11,2016-08-09,76.7,190.6,290.8,84.6,48.6,358.7,0.4,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.7973,88.1389,2016-08-09,142.9,297.1,591.1,73.4,39.9,267.6,0.35,3,1,real_event,calibrated_climatological
Saiha,Mizoram,22.4734,94.36,2016-08-11,75.3,139.9,212.3,57.8,31.9,1018.8,0.37,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,24.5225,90.7488,2016-08-13,21.1,59.5,99.8,43.9,5.0,20.0,0.46,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.3117,95.6002,2016-08-15,116.2,259.5,491.2,83.5,30.4,1293.8,0.57,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.593,88.492,2016-08-16,115.1,261.8,424.8,71.7,11.5,90.0,0.71,1,1,real_event,calibrated_climatological
Goalpara,Assam,26.8171,89.464,2016-08-16,10.7,33.8,88.3,76.9,19.4,77.0,0.61,1,0,real_negative_sample,calibrated_climatological
Longding,Arunachal Pradesh,26.8816,95.3999,2016-08-16,118.8,290.8,444.7,56.9,36.8,1080.0,0.54,2,1,real_event,calibrated_climatological
Goalpara,Assam,28.8387,89.17,2016-08-17,68.5,147.6,252.1,71.2,10.1,69.8,0.61,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.3279,95.6937,2016-08-18,91.5,167.2,230.7,50.9,36.2,1216.0,0.66,2,0,real_negative_sample,calibrated_climatological
Upper Siang,Arunachal Pradesh,29.2788,93.6619,2016-08-21,116.3,226.7,422.4,67.5,44.7,1678.7,0.43,2,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.6605,94.1049,2016-08-25,39.0,84.4,170.1,87.5,26.2,1528.7,0.32,3,1,real_event,calibrated_climatological
Silchar,Assam,24.7686,92.8212,2016-09-01,75.9,163.0,293.6,64.9,21.7,20.0,0.57,1,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.6852,92.3838,2016-09-04,30.0,70.3,147.6,57.2,41.5,392.0,0.5,2,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,27.2147,92.28,2016-09-05,46.0,85.9,146.9,70.5,13.0,55.5,0.45,1,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.3247,94.5147,2016-09-05,92.1,210.4,331.0,65.0,34.7,1228.5,0.56,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0925,94.2575,2016-09-05,47.0,131.1,218.7,66.5,34.5,1277.2,0.43,3,1,real_event,calibrated_climatological
Agartala,Tripura,23.662,90.1526,2016-09-07,29.5,76.4,153.8,68.4,14.6,134.5,0.45,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.9658,89.1263,2016-09-07,64.7,159.4,269.3,79.5,35.5,278.0,0.75,3,0,real_negative_sample,calibrated_climatological
Serchhip,Mizoram,23.3733,92.6251,2016-09-10,7.8,26.5,48.5,69.0,26.8,1045.1,0.54,2,0,real_negative_sample,calibrated_climatological
Aizawl,Mizoram,23.7259,92.7178,2016-09-17,67.7,182.7,315.0,66.7,40.2,1128.8,0.51,2,1,real_event,calibrated_climatological
Kamjong,Manipur,22.791,96.3581,2016-09-18,40.8,90.4,158.5,76.6,37.8,1305.6,0.6,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.2087,88.9896,2016-09-21,44.7,93.6,198.9,56.0,18.0,32.1,0.51,1,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.6425,92.642,2016-09-23,36.8,90.2,200.2,69.0,44.3,855.0,0.48,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.5574,89.0546,2016-09-28,32.9,67.6,143.1,65.9,37.8,280.9,0.39,3,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.2654,93.521,2016-10-07,47.5,106.2,181.1,54.9,31.1,980.6,0.67,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.8861,88.1704,2016-10-12,78.1,184.4,359.5,75.6,41.2,186.0,0.65,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.8692,88.4695,2016-10-12,88.2,232.5,410.7,65.6,44.1,260.3,0.65,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.2676,88.2891,2016-10-12,73.2,185.0,331.7,66.3,17.2,126.9,0.39,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.172,88.5292,2016-10-15,85.5,198.8,315.9,81.5,8.0,118.9,0.49,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.888,88.2796,2016-10-15,44.7,121.3,242.7,55.6,38.2,153.3,0.53,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.1695,88.3664,2016-10-15,19.2,58.0,112.8,76.1,8.0,56.0,0.66,1,1,real_event,calibrated_climatological
Goalpara,Assam,26.9343,88.4486,2016-10-15,40.3,112.0,231.4,57.8,15.6,223.0,0.38,1,1,real_event,calibrated_climatological
Lakhimpur,Assam,26.9927,94.1407,2016-10-16,18.1,62.8,124.2,65.6,5.0,119.7,0.61,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,24.5069,91.5889,2016-11-01,39.0,100.5,212.0,81.9,10.5,20.0,0.4,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1816,91.772,2016-12-15,74.9,191.6,371.0,64.9,8.4,38.1,0.55,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1917,91.8101,2016-12-15,32.7,86.5,188.3,90.4,16.9,48.8,0.52,1,1,real_event,calibrated_climatological
Cherrapunji,Meghalaya,25.0873,91.7506,2017-01-23,39.0,117.7,238.7,83.6,31.4,1275.8,0.57,3,1,real_event,calibrated_climatological
Nongstoin,Meghalaya,24.7275,90.8087,2017-02-03,22.5,65.6,152.9,69.9,32.3,1308.1,0.5,3,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.6432,89.4557,2017-02-07,31.9,91.2,194.2,71.7,43.6,266.4,0.64,3,1,real_event,calibrated_climatological
Kamjong,Manipur,25.6195,96.3086,2017-02-09,29.4,87.3,151.2,58.0,33.5,1222.7,0.52,2,1,real_event,calibrated_climatological
Shillong,Meghalaya,25.4051,91.9775,2017-02-09,24.3,69.1,146.8,73.2,26.9,1506.7,0.73,3,0,real_negative_sample,calibrated_climatological
Shillong,Meghalaya,25.5183,91.963,2017-02-15,26.1,73.3,174.4,78.6,23.9,1556.3,0.59,3,1,real_event,calibrated_climatological
Cherrapunji,Meghalaya,25.0926,91.7637,2017-03-06,37.6,110.3,182.5,73.0,26.8,1356.2,0.51,3,1,real_event,calibrated_climatological
Dawki,Meghalaya,25.1678,92.0196,2017-03-08,52.3,146.0,271.8,87.0,51.0,386.2,0.54,3,1,real_event,calibrated_climatological
Agartala,Tripura,23.4382,91.1254,2017-03-16,34.0,82.7,190.7,78.4,14.9,20.0,0.35,1,1,real_event,calibrated_climatological
Dawki,Meghalaya,25.1786,92.0128,2017-03-16,16.8,58.7,125.8,66.7,44.9,409.5,0.61,3,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.6475,92.1546,2017-03-16,9.2,48.9,120.6,89.6,37.2,992.6,0.61,2,1,real_event,calibrated_climatological
Champhai,Mizoram,23.3214,93.7508,2017-03-19,15.7,53.1,114.3,80.0,32.8,1038.5,0.44,2,1,real_event,calibrated_climatological
Bishnupur,Manipur,24.7959,93.7239,2017-03-30,44.4,88.5,168.1,64.5,15.7,802.5,0.36,1,1,real_event,calibrated_climatological
Diphu,Assam,25.4816,93.1417,2017-04-04,29.1,79.0,165.5,69.1,24.5,372.6,0.6,1,1,real_event,calibrated_climatological
Silchar,Assam,25.1184,92.8539,2017-04-04,30.3,94.8,181.4,82.0,14.2,20.0,0.49,1,1,real_event,calibrated_climatological
Jiribam,Manipur,25.1322,93.0468,2017-04-04,31.4,78.8,171.3,85.5,31.1,740.9,0.46,2,1,real_event,calibrated_climatological
Tamenglong,Manipur,25.1954,93.1728,2017-04-04,50.7,95.9,169.4,75.0,31.9,1249.9,0.57,2,1,real_event,calibrated_climatological
Jiribam,Manipur,25.1815,93.1181,2017-04-04,40.7,81.5,176.2,67.7,19.8,833.6,0.3,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1607,91.8529,2017-04-05,35.1,109.7,171.6,86.7,13.6,161.6,0.44,1,1,real_event,calibrated_climatological
Ukhrul,Manipur,25.083,94.2376,2017-04-06,31.8,93.8,193.8,87.4,30.7,1769.0,0.5,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.7717,93.9351,2017-04-07,18.2,61.8,137.4,68.3,34.5,1403.2,0.43,3,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,27.992,94.9075,2017-04-11,13.9,41.3,91.0,66.0,37.6,1808.9,0.57,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.8038,95.5149,2017-04-19,17.1,56.8,113.0,62.8,24.5,1006.2,0.65,2,0,real_negative_sample,calibrated_climatological
Lakhimpur,Assam,27.6179,93.842,2017-04-22,35.4,115.9,204.1,83.9,8.4,78.3,0.5,1,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.6802,93.6259,2017-04-22,29.1,79.1,194.9,70.7,36.3,327.5,0.54,2,1,real_event,calibrated_climatological
Mamit,Mizoram,24.0136,92.6742,2017-04-25,52.0,138.3,268.4,69.6,35.0,919.7,0.46,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.104,93.6116,2017-04-26,24.0,77.1,184.0,77.8,49.8,400.9,0.44,2,1,real_event,calibrated_climatological
East Jaintia Hills,Meghalaya,25.6192,92.7095,2017-04-29,51.5,123.4,255.7,77.8,41.6,570.6,0.54,3,1,real_event,calibrated_climatological
Lakhimpur,Assam,27.8274,93.6241,2017-05-03,87.7,176.8,368.7,72.6,8.6,20.0,0.64,1,1,real_event,calibrated_climatological
Champhai,Mizoram,23.2656,93.6778,2017-05-07,86.6,207.4,377.1,55.2,25.0,1139.6,0.54,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.5083,88.4082,2017-05-14,55.5,115.4,196.3,48.9,5.0,101.9,0.75,1,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.7332,93.9966,2017-05-16,41.7,87.5,175.1,84.2,33.3,1416.6,0.6,3,1,real_event,calibrated_climatological
Goalpara,Assam,28.3576,90.4412,2017-05-18,72.8,126.6,250.1,76.3,5.0,35.8,0.47,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.9607,93.0077,2017-05-22,80.7,177.8,278.0,71.2,36.7,278.8,0.35,2,0,real_negative_sample,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.5495,94.0279,2017-05-24,55.2,108.0,223.2,73.2,43.4,1676.4,0.53,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.3128,91.218,2017-05-24,36.4,95.7,207.2,58.0,5.0,20.0,0.46,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.7698,93.51,2017-05-24,34.0,95.2,149.5,61.7,33.1,267.1,0.59,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.543,88.5968,2017-05-26,31.5,76.0,165.1,80.2,9.3,20.0,0.38,1,1,real_event,calibrated_climatological
Churachandpur,Manipur,23.6957,94.5197,2017-05-26,7.5,38.5,82.8,86.9,31.4,839.9,0.55,2,0,real_negative_sample,calibrated_climatological
Nongpoh,Meghalaya,25.9072,91.8819,2017-05-26,47.4,135.5,237.1,81.4,45.8,1007.0,0.5,3,1,real_event,calibrated_climatological
Agartala,Tripura,23.9606,90.5046,2017-05-28,35.4,88.3,131.5,66.7,9.7,134.3,0.55,1,0,real_negative_sample,calibrated_climatological
Saiha,Mizoram,22.6562,93.6159,2017-05-29,43.9,109.1,221.0,76.2,38.8,885.1,0.47,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7394,92.7151,2017-06-01,83.5,209.5,331.7,73.9,41.1,1080.4,0.46,2,1,real_event,calibrated_climatological
Kohima,Nagaland,25.6706,94.1184,2017-06-02,68.5,149.2,283.4,65.7,24.1,1488.9,0.52,3,1,real_event,calibrated_climatological
Tamenglong,Manipur,25.1629,93.2552,2017-06-02,85.4,181.6,342.0,57.8,40.9,1285.4,0.51,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.8358,88.508,2017-06-02,8.0,34.0,80.0,64.8,5.0,99.2,0.54,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.4083,90.7434,2017-06-03,62.0,116.2,174.3,65.2,19.1,20.0,0.47,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,24.1947,91.8293,2017-06-03,37.0,110.9,227.2,79.5,8.0,20.0,0.4,1,1,real_event,calibrated_climatological
Mamit,Mizoram,23.8647,91.895,2017-06-03,127.5,253.0,509.4,80.9,20.5,767.3,0.33,2,1,real_event,calibrated_climatological
Silchar,Assam,25.1525,92.9467,2017-06-04,167.1,369.1,680.5,74.3,11.6,50.7,0.49,1,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0591,93.5424,2017-06-04,79.0,200.1,326.0,69.9,38.3,256.2,0.43,2,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.044,95.4348,2017-06-05,64.4,150.8,229.7,55.2,32.3,1291.1,0.42,3,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.1981,94.2982,2017-06-05,234.9,404.9,638.8,73.7,34.8,1109.0,0.64,2,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.9653,88.2667,2017-06-05,47.1,137.2,273.1,92.1,47.5,318.3,0.51,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.2996,89.0243,2017-06-08,28.0,71.8,146.5,74.7,11.0,161.2,0.5,1,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.9081,92.4721,2017-06-09,55.6,121.9,266.1,80.4,34.9,1078.0,0.47,2,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.3412,94.7034,2017-06-09,28.9,80.5,130.3,51.0,20.8,1403.7,0.45,3,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,26.698,92.7303,2017-06-10,68.8,135.6,265.6,54.1,10.9,20.0,0.56,1,0,real_negative_sample,calibrated_climatological
Aizawl,Mizoram,23.7335,92.7474,2017-06-10,96.1,214.3,418.3,81.4,43.1,1072.2,0.56,2,1,real_event,calibrated_climatological
Goalpara,Assam,28.3019,89.642,2017-06-11,55.0,142.0,279.7,67.4,15.6,20.0,0.38,1,0,real_negative_sample,calibrated_climatological
Bishnupur,Manipur,24.619,93.8245,2017-06-11,53.9,113.5,226.4,67.2,11.6,889.3,0.47,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.6317,95.1462,2017-06-11,39.8,79.9,140.5,69.3,20.3,1147.1,0.62,2,0,real_negative_sample,calibrated_climatological
Ukhrul,Manipur,25.1196,94.3642,2017-06-12,81.6,178.0,324.2,73.7,38.5,2000.0,0.37,3,1,real_event,calibrated_climatological
Serchhip,Mizoram,23.335,92.8541,2017-06-12,27.4,74.2,160.6,55.9,25.1,1060.6,0.61,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.5942,92.164,2017-06-12,35.2,93.0,175.7,75.8,37.9,1089.9,0.44,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.5942,92.164,2017-06-12,96.5,231.8,397.9,84.2,40.5,996.9,0.55,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.6524,92.159,2017-06-13,62.9,139.0,280.2,75.1,46.8,900.6,0.45,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.3504,91.8326,2017-06-13,99.8,237.5,386.0,81.3,38.4,1107.4,0.56,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.8045,91.9126,2017-06-13,114.0,237.6,459.2,73.6,39.2,861.4,0.54,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.4439,91.9724,2017-06-13,55.5,130.3,230.6,67.3,39.6,911.2,0.71,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.8045,91.9126,2017-06-13,87.3,221.9,444.6,81.5,39.5,1016.8,0.56,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.7496,92.221,2017-06-13,107.6,256.4,381.2,65.0,37.6,841.9,0.55,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.2195,90.0818,2017-06-13,78.6,157.2,244.1,59.9,20.5,87.4,0.42,1,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.6524,92.159,2017-06-13,55.4,148.5,282.2,89.9,43.4,987.8,0.61,2,1,real_event,calibrated_climatological
Kamjong,Manipur,25.0359,96.5465,2017-06-15,77.2,185.0,254.5,71.9,30.1,1217.9,0.46,2,0,real_negative_sample,calibrated_climatological
Mairang,Meghalaya,25.4381,91.799,2017-06-17,99.6,184.1,356.7,66.1,26.7,856.6,0.48,3,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.6564,93.0275,2017-06-17,97.2,241.2,443.7,65.4,29.7,1330.6,0.61,2,1,real_event,calibrated_climatological
Ri Bhoi,Meghalaya,25.6784,91.9234,2017-06-17,68.7,149.3,291.6,89.0,35.9,642.6,0.58,3,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,26.8787,93.3844,2017-06-17,111.4,233.8,402.4,68.1,41.6,372.8,0.54,2,0,real_negative_sample,calibrated_climatological
Karimganj,Assam,24.7041,92.2303,2017-06-18,128.0,282.4,545.2,88.1,13.7,20.0,0.6,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.2834,89.2888,2017-06-18,28.5,68.6,155.6,65.6,10.9,20.0,0.5,1,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,26.9644,92.7826,2017-06-18,93.7,247.6,477.1,71.0,18.6,142.4,0.42,1,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.8476,91.9566,2017-06-18,123.7,280.1,514.9,68.0,46.7,1009.3,0.58,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.9776,91.8044,2017-06-18,117.5,282.0,391.6,84.3,36.2,1084.5,0.58,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0699,93.6147,2017-06-19,113.0,283.8,522.7,73.4,31.2,348.0,0.49,2,1,real_event,calibrated_climatological
Agartala,Tripura,24.332,91.8009,2017-06-19,69.0,179.9,311.1,84.7,8.0,108.3,0.61,1,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.1076,94.1832,2017-06-20,130.4,278.8,529.8,69.0,46.6,1775.1,0.47,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0588,93.5414,2017-06-21,88.3,183.3,311.4,66.5,34.4,522.9,0.57,2,1,real_event,calibrated_climatological
Longding,Arunachal Pradesh,26.894,96.0982,2017-06-21,62.9,139.7,247.0,76.1,49.2,963.4,0.66,2,0,real_negative_sample,calibrated_climatological
Saiha,Mizoram,22.2665,94.8883,2017-06-23,41.4,96.1,169.7,60.7,29.6,923.1,0.49,2,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.6635,94.6222,2017-06-24,79.6,211.9,426.5,86.1,28.7,1237.1,0.67,3,1,real_event,calibrated_climatological
Dimapur,Nagaland,25.8376,93.9463,2017-06-25,84.4,208.0,363.6,69.1,14.8,82.8,0.43,1,1,real_event,calibrated_climatological
Kolasib,Mizoram,24.3242,93.1502,2017-06-26,120.7,272.6,530.8,71.0,26.3,703.0,0.44,2,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.044,88.7594,2017-06-26,88.0,170.2,320.1,50.4,35.9,326.2,0.54,3,0,real_negative_sample,calibrated_climatological
Churachandpur,Manipur,24.2199,93.2027,2017-06-26,43.6,87.3,155.7,55.8,36.0,838.4,0.48,2,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.3042,93.1818,2017-06-27,134.6,336.3,643.1,76.8,34.6,1047.6,0.54,2,1,real_event,calibrated_climatological
Goalpara,Assam,26.0086,90.6253,2017-06-27,68.5,146.7,290.1,72.0,17.5,20.0,0.58,1,0,real_negative_sample,calibrated_climatological
Aizawl,Mizoram,23.6946,92.8764,2017-06-28,93.5,195.4,289.0,62.8,38.1,975.4,0.42,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0477,93.619,2017-06-30,102.5,216.5,437.8,75.3,43.7,192.4,0.49,2,1,real_event,calibrated_climatological
Senapati,Manipur,25.0666,93.9311,2017-06-30,40.3,87.1,156.9,70.5,30.0,1620.7,0.43,2,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.3313,94.5543,2017-07-01,119.4,273.3,461.5,69.7,31.6,1366.3,0.3,3,1,real_event,calibrated_climatological
Ukhrul,Manipur,24.9518,94.2034,2017-07-01,40.1,96.7,213.1,92.7,30.9,1779.0,0.68,3,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,28.5768,92.1637,2017-07-01,75.7,164.4,294.3,63.1,34.9,463.5,0.38,2,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.1445,94.2442,2017-07-01,118.3,251.1,510.0,69.1,19.5,1382.9,0.46,3,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.0817,93.6082,2017-07-01,15.7,40.3,89.0,82.4,33.3,381.9,0.5,2,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.1161,94.2422,2017-07-01,189.1,445.1,734.7,70.0,40.9,1325.3,0.47,3,1,real_event,calibrated_climatological
Nagaon,Assam,27.0115,92.642,2017-07-01,111.1,219.9,381.3,75.6,8.0,120.0,0.64,1,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,27.1065,93.6598,2017-07-01,125.8,225.8,352.0,81.5,45.3,399.5,0.51,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.78,92.0351,2017-07-02,152.4,292.8,583.3,62.3,51.6,1002.5,0.59,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1043,91.8623,2017-07-03,105.2,215.1,331.2,71.3,9.7,226.2,0.61,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.2045,91.872,2017-07-03,79.7,199.6,388.6,82.0,15.1,20.0,0.5,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.2225,91.9205,2017-07-03,29.1,69.0,170.4,70.4,8.0,79.6,0.4,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1004,91.8735,2017-07-03,58.6,136.0,290.8,77.8,9.2,20.0,0.68,1,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,29.1241,92.9947,2017-07-03,87.3,161.9,268.6,83.2,49.4,1679.4,0.42,2,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1062,91.8516,2017-07-03,115.6,240.9,373.0,85.5,10.6,95.4,0.55,1,1,real_event,calibrated_climatological
Kohima,Nagaland,25.4976,94.129,2017-07-04,124.9,289.6,495.6,72.3,33.1,1566.7,0.68,3,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,27.9788,94.263,2017-07-04,179.1,354.2,589.8,95.0,44.2,1511.6,0.42,2,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,27.9853,94.2126,2017-07-04,111.0,232.9,410.5,71.2,48.3,1623.0,0.49,2,1,real_event,calibrated_climatological
Kamjong,Manipur,25.0502,94.7338,2017-07-05,57.5,131.3,237.0,74.4,33.5,1242.6,0.48,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.903,88.2952,2017-07-05,114.8,297.1,525.3,80.2,31.9,254.3,0.61,3,1,real_event,calibrated_climatological
